CountryName,Country Code,IndicatorName,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Lao PDR,LAO,Urban population,SP.URB.TOTL,168451,173977,179706,185629,191781,198176,204752,216873,229783,243602,258530,274722,292169,309024,323760,337734,350688,362752,374730,387699,402587,419673,438988,460309,483358,508007,534399,562409,591987,623085,655739,689918,725496,762116,799332,844184,905556,969127,1035029,1103330,1174205,1247302,1322983,1401780,1485007,1573329,1666229,1763359,1864353,1968086,2073680,2180794,2289388,2399655,2511899,
Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,7.946,8.02,8.095,8.17,8.246,8.323,8.4,8.692,8.994,9.304,9.625,9.955,10.295,10.597,10.837,11.081,11.331,11.584,11.843,12.107,12.377,12.65,12.93,13.214,13.504,13.804,14.118,14.439,14.766,15.098,15.437,15.782,16.133,16.49,16.854,17.378,18.234,19.12,20.039,20.991,21.977,22.993,24.044,25.126,26.242,27.386,28.537,29.688,30.839,31.985,33.123,34.252,35.368,36.469,37.551,
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,,182.2683284,188.1990225,194.0353861,199.5319648,204.5311828,208.8602151,212.5953079,216.1256109,220.0008798,224.5750733,230.0653959,236.2407625,242.4658847,247.8497556,251.7783969,253.9943304,254.7628543,254.6309873,254.4059629,254.6719453,255.6943304,257.3099707,259.1686217,260.7261975,261.6415445,261.7096774,261.2103617,260.8595308,261.643695,264.2247312,269.0589443,275.8424242,283.5642229,290.7768328,296.5206256,300.1929619,302.3151515,304.3949169,308.5690127,316.2639296,328.4335288,344.3638319,361.8244379,377.641349,389.7228739,396.5826979,399.3573803,401.6998045,408.772434,423.9644184,428.9967742,434.0887586,439.2412512,444.4549365,
Lebanon,LBN,Population in largest city,EN.URB.LCTY,560908,592802,626558,662237,700000,732959,767520,803709,841659,881288,922842,1000273,1107063,1224912,1355495,1500000,1523866,1548045,1572642,1597630,1623050,1648802,1675000,1644483,1614481,1585107,1556228,1527875,1500000,1392477,1292529,1200045,1216657,1233452,1250502,1267788,1285337,1303080,1360000,1421889,1486686,1554245,1677788,1710339,1743568,1777348,1818013,1859625,1902189,1945728,1990263,2035818,2082415,2130079,2178834,2226478
Lebanon,LBN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,73.39230105,72.19141865,71.13090508,70.27356558,69.69203092,68.7745897,68.20944865,67.94889137,67.85531449,67.75167171,67.53919115,69.60410942,73.19918434,77.07441015,81.56939984,86.94906176,85.75777938,85.14743058,84.91404073,84.78454802,84.56151283,84.15806057,83.62974043,80.30251091,77.25329138,74.56505868,72.24871831,70.20242283,68.21527467,62.85876925,57.52885614,52.23164388,51.43920282,50.52484805,49.7552032,49.27400031,49.1583129,49.30349375,50.92025252,52.44697905,53.43126702,53.71772433,55.23069134,53.51264338,52.19613366,51.48767941,51.68368786,52.427384,53.24107104,53.44367085,52.63487359,53.13431761,53.63798894,54.14654358,54.66001465,54.55716736
Lebanon,LBN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,560908,592802,626558,662237,700000,732959,767520,803709,841659,881288,922842,1000273,1107063,1224912,1355495,1500000,1523866,1548045,1572642,1597630,1623050,1648802,1675000,1644483,1614481,1585107,1556228,1527875,1500000,1392477,1292529,1200045,1216657,1233452,1250502,1267788,1285337,1303080,1360000,1421889,1486686,1554245,1677788,1710339,1743568,1777348,1818013,1859625,1902189,1945728,1990263,2035818,2082415,2130079,2178834,2226478
Lebanon,LBN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,31.07649229,31.79236353,32.54380151,33.36236802,34.29335121,35.03035337,35.92182118,36.95468653,38.06749541,39.15775686,40.16892117,42.50026237,45.80805655,49.38313016,53.46059539,58.23675415,58.64717849,59.39800263,60.37303134,61.38655861,62.29815138,63.03355095,63.63302398,62.02565162,60.53027318,59.22106947,58.12698662,57.17705605,56.20939574,52.02380619,47.81797686,43.59879279,43.11530518,42.52018883,42.03866879,41.79420757,41.85437584,42.1342756,43.67429254,45.04408297,45.95089294,46.25901261,47.62597925,46.20709535,45.13191024,44.58008987,44.81130459,45.51850896,46.28885219,46.5291259,45.88866529,46.38838892,46.89354989,47.40421477,47.92043766,47.90185026
Lebanon,LBN,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,0.31,,0.25,,0.43,,0.62,,0.76,,0.77,,0.94,,0.73,
Lebanon,LBN,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,0.53,,0.65,,0.71,,0.74,,0.76,,1.13,,1.11,,0.96,
Lebanon,LBN,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,83.3,83.3,83.3,83.3,84.5,85.7,86.9,88.1,89.3,90.5,91.7,92.9,94.1,95.3,96.5,97.7,99,99,99,99,99
Lebanon,LBN,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7,82.7,82.7,82.7,82.7,82.4,82.2,82,81.8,81.6,81.3,81.1,80.9,80.7,80.7,80.7,80.7,80.7
Lebanon,LBN,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Urban population growth (annual %),SP.URB.GROW,7.310941498,7.180140478,7.018017071,6.750835787,6.37665651,5.926106698,5.432601437,4.989999901,4.751579559,4.753810576,4.921466035,5.045463282,5.107693087,4.957139923,4.461482774,3.74301463,2.958106546,2.28848897,1.85089352,1.729042339,1.841989155,2.052439622,2.20617022,2.221119784,2.029886161,1.705587668,1.317045967,1.034470006,1.030154202,0.739712419,1.412037277,2.235644385,2.903581086,3.16451355,2.907853893,2.344705903,1.609789055,1.076077216,1.048821956,1.495956597,2.596984954,3.909350565,4.871056979,5.081618784,4.415151843,3.285465715,1.882210875,0.834387416,0.722941352,1.883276452,3.787991258,1.31868068,1.319601036,1.319421526,1.319249565,
Lebanon,LBN,Urban population,SP.URB.TOTL,764260,821153,880852,942370,1004419,1065741,1125240,1182814,1240373,1300762,1366380,1437089,1512398,1589259,1661769,1725148,1776942,1818076,1852040,1884341,1919372,1959173,2002876,2047860,2089854,2125804,2153987,2176385,2198921,2215247,2246749,2297544,2365233,2441278,2513309,2572935,2614689,2642977,2670843,2711098,2782427,2893356,3037782,3196140,3340416,3451987,3517576,3547049,3572785,3640708,3781263,3831456,3882351,3933915,3986157,
Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,42.343,44.039,45.752,47.475,49.207,50.935,52.664,54.386,56.101,57.796,59.475,61.06,62.58,64.072,65.54,66.978,68.387,69.759,71.099,72.403,73.672,74.899,76.089,77.24,78.353,79.422,80.454,81.446,82.4,82.763,83.12,83.472,83.818,84.157,84.491,84.82,85.142,85.459,85.77,85.885,86,86.115,86.231,86.348,86.466,86.584,86.703,86.822,86.942,87.062,87.183,87.304,87.426,87.548,87.67,
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,,11.88637874,12.14978198,12.42304817,12.70861711,13.0083887,13.32333887,13.6536441,13.99966777,14.36155523,14.739701,15.13407392,15.54563953,15.97676495,16.43048173,16.90880399,17.40049834,17.90192068,18.43023256,19.00916736,19.64834925,20.36747301,21.14124792,21.88042982,22.46506437,22.81397425,22.91182517,22.80112126,22.53349252,22.18664867,21.83219477,21.44995847,21.06179402,20.8300353,20.96291528,21.5938642,22.81770141,24.55658223,26.55819145,28.46506437,30.02458472,31.13340947,31.87991071,32.43585963,33.06315407,33.94711379,35.14123754,36.56911337,38.13104236,39.67502076,41.09208887,42.35438123,43.50243978,44.57736711,45.64528654,
Liberia,LBR,Population in largest city,EN.URB.LCTY,75057,88055,100834,107164,113902,121043,128643,136719,145315,154426,164121,174425,185392,197015,210374,226162,243158,261380,280995,302083,324785,349123,375323,403490,446331,513979,591995,681853,785503,904557,1041858,1200000,945962,746192,588417,464002,836241,805755,776341,748000,835532,933022,1042046,1163810,1300000,1202031,1111324,1027462,980861,1017688,1055952,1095654,1136906,1179592,1223881,1263800
Liberia,LBR,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,35.95768838,39.86878684,43.14843105,43.34008728,43.52604447,43.69688743,43.85875791,44.0096312,44.15312534,44.28747598,44.41897349,44.54822216,44.67686198,44.79364661,45.10707823,45.706098,46.33549108,47.00022477,47.66456441,48.26833013,48.79978243,49.21079042,49.5827405,50.12628161,51.78202246,55.19996306,59.66975736,65.26982735,72.1012075,80.14539558,89.39488063,100,84.75184898,71.50981042,59.49621789,48.53922664,88.56017868,78.66665365,69.5333282,62.02100588,65.17217118,69.64716667,75.38357477,82.12165303,89.31190672,79.82838005,70.76630748,62.40616711,56.71552641,56.1341499,55.81262596,55.7570829,55.89665,56.15722225,56.45590361,56.47006256
Liberia,LBR,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,75057,88055,100834,107164,113902,121043,128643,136719,145315,154426,164121,174425,185392,197015,210374,226162,243158,261380,280995,302083,324785,349123,375323,403490,446331,513979,591995,681853,785503,904557,1041858,1200000,945962,746192,588417,464002,836241,805755,776341,748000,835532,933022,1042046,1163810,1300000,1202031,1111324,1027462,980861,1017688,1055952,1095654,1136906,1179592,1223881,1263800
Liberia,LBR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,6.699639565,7.691091593,8.616324309,8.955797651,9.305004354,9.660502104,10.024359,10.39594136,10.77646302,11.16355395,11.56003122,11.96565307,12.38129076,12.80247608,13.29307007,13.88641923,14.50809539,15.15850081,15.82892068,16.49858572,17.16142791,17.7961,18.43138988,19.14522404,20.62685001,23.38987787,26.82513264,31.04688818,36.19119012,42.32800098,49.54440987,58.08156588,46.6296178,37.19153547,29.14184597,22.30863576,38.04898624,34.06580166,30.34852243,27.28179578,28.89146768,31.11348986,33.93542718,37.25119406,40.82090206,36.76176361,32.83274305,29.16989487,26.70621344,26.63060402,26.67899616,26.8570689,27.13279103,27.47267387,27.83727892,28.06573396
Liberia,LBR,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,0.85,,1.03,,0.96,,1.22,,0.94,
Liberia,LBR,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.79,,0.77,,0.98,,1.17,,0.91,
Liberia,LBR,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,74.6,74.6,74.6,74.6,75.4,76.2,77.1,77.9,78.7,79.6,80.4,81.2,82,82.9,83.7,84.5,85.3,86.2,87,87.8,88.6
Liberia,LBR,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,24.3,24.3,24.3,24.3,24.6,24.8,25,25.2,25.4,25.6,25.8,26.1,26.3,26.5,26.7,26.9,27.1,27.4,27.6,27.8,28
Liberia,LBR,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,,,,,,,,
Liberia,LBR,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,,,,,,,,
Liberia,LBR,Urban population growth (annual %),SP.URB.GROW,5.663354533,5.646298575,5.64616578,5.645281759,5.669658562,5.68900335,5.719772228,5.745252077,5.772086256,5.777300311,5.792416237,5.798535168,5.80941604,5.819679162,5.863416432,5.917211247,5.878339226,5.801967868,5.832573505,5.977752105,6.151141118,6.387380825,6.483281043,6.146206165,6.841154628,7.720232757,6.345274919,5.16113508,4.196926067,3.534940591,3.209462858,2.780397662,-7.102666016,-6.732654546,-5.362515623,-3.400653969,-1.228205178,8.132583214,8.622530141,7.714416912,6.110624652,4.395066838,3.13651965,2.49007062,2.673206721,3.390409363,4.203554771,4.725848845,4.919988937,4.716155721,4.265358631,3.790438119,3.445909224,3.220723127,3.155377194,
Liberia,LBR,Urban population,SP.URB.TOTL,208737,220862,233691,247263,261687,277006,293312,310657,329116,348690,369484,391542,414962,439828,466388,494818,524777,556125,589526,625841,665546,709444,756963,804947,861942,931122,992119,1044668,1089445,1128645,1165456,1198315,1116155,1043482,988999,955932,944263,1024265,1116502,1206043,1282038,1339641,1382325,1417178,1455573,1505769,1570414,1646411,1729440,1812957,1891959,1965049,2033943,2100517,2167853,
Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,18.632,19.291,19.969,20.664,21.378,22.108,22.856,23.622,24.407,25.207,26.025,26.86,27.713,28.581,29.47,30.382,31.311,32.252,33.209,34.181,35.167,36.163,37.173,38.194,39.834,42.373,44.956,47.567,50.195,52.814,55.422,58,55.019,52.009,48.981,45.96,42.964,43.304,43.646,43.988,44.331,44.673,45.017,45.361,45.706,46.051,46.396,46.742,47.088,47.441,47.801,48.168,48.541,48.921,49.308,
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,,0.843320413,0.873066824,0.904845016,0.939048842,0.975968151,1.015651818,1.058038465,1.103161053,1.151029246,1.201600418,1.254944474,1.310949453,1.369165236,1.42899451,1.490008752,1.551753867,1.614273049,1.678209646,1.74451277,1.813714948,1.886038396,1.960784069,2.036431681,2.110928993,2.182749469,2.251362856,2.317019221,2.37995783,2.440721439,2.49975505,2.557037635,2.612507246,2.666568535,2.719738113,2.772430294,2.824824102,2.87697921,2.929040545,2.981128022,3.033329166,3.085069393,3.136240722,3.187859327,3.241315344,3.297193016,3.357212112,3.420095025,3.479899292,3.528581334,3.560985826,3.574031849,3.571048683,3.561150642,3.557170624,
Libya,LBY,Population in largest city,EN.URB.LCTY,174229,183113,192464,202292,212636,235174,261328,290391,322733,358572,398449,442762,492073,546718,565014,580141,595695,611622,627997,644811,662099,679801,698002,716690,735905,755580,775810,796581,817938,839807,862291,885378,909116,933422,958413,984073,993644,1000563,1007539,1014564,1021648,1028762,1035935,1043158,1050442,1057756,1065131,1072557,1080036,1087566,1095149,1102785,1110473,1118216,1126013,1126145
Libya,LBY,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,44.44968862,43.76474356,43.06992732,42.35585771,41.61540644,40.67832377,39.84733686,39.1538251,38.60382554,38.1963848,37.94116415,37.83870168,37.89637034,38.12299089,36.69572593,35.24436941,33.92527947,32.72410336,31.61717062,30.5793135,29.59878189,28.6697476,27.80081451,27.00896844,26.31200701,26.07463216,25.93791363,25.8588468,25.83151083,25.84307005,25.88984317,25.96899248,26.08015138,26.21588245,26.37277455,26.54533507,26.28769197,25.96969485,25.66200965,25.36346591,25.07242095,24.79273754,24.52521438,24.26114716,23.99040057,23.70912902,23.40683347,23.09438394,22.81172129,22.60853152,22.51164074,22.53651198,22.66132686,22.82948444,22.95888022,22.83343471
Libya,LBY,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,174229,183113,192464,202292,212636,235174,261328,290391,322733,358572,398449,442762,492073,546718,565014,580141,595695,611622,627997,644811,662099,679801,698002,716690,735905,755580,775810,796581,817938,839807,862291,885378,909116,933422,958413,984073,993644,1000563,1007539,1014564,1021648,1028762,1035935,1043158,1050442,1057756,1065131,1072557,1080036,1087566,1095149,1102785,1110473,1118216,1126013,1126145
Libya,LBY,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,12.14498221,12.34034839,12.52860963,12.70589802,12.8691383,13.69476286,14.62318419,15.59848974,16.62667126,17.7047937,18.84575436,20.05149165,21.33263218,22.69385966,22.47136761,22.12817491,21.81734877,21.53311989,21.26729288,21.00676323,20.74697365,20.48481872,20.23148462,20.0014903,19.81294275,19.67330923,19.58442082,19.53894735,19.53223672,19.55519406,19.604567,19.67852134,19.777102,19.89418436,20.02748727,20.17286287,19.99126427,19.76553487,19.54957581,19.3419242,19.1417925,18.95181606,18.77258038,18.5973815,18.41838932,18.23232199,18.03121946,17.82309265,17.63893711,17.51686349,17.47848643,17.53611108,17.67311439,17.84580785,17.99034795,17.93795795
Libya,LBY,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,0.16,,0.08,,0.08,,0.06,,0.12,,0.13,,0.1,,,
Libya,LBY,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,0.25,,0.1,,0.09,,0.12,,0.14,,0.17,,0.12,,,
Libya,LBY,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,72.1,72.1,72.1,72.1,72.1,72.1,72.1,72.1,72.1,72.1,72.1,,,,,,,,,,,,,,
Libya,LBY,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8
Libya,LBY,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Urban population growth (annual %),SP.URB.GROW,6.48513499,6.526232787,6.580921486,6.652135812,6.750586783,12.35189629,12.60904489,12.30094199,11.97438078,11.5914627,11.21542579,10.81570846,10.40717945,9.934385344,7.107462627,6.677517302,6.46029535,6.243418505,6.083250969,5.979845728,5.904838385,5.827574873,5.719901695,5.531776556,5.260124437,3.544711366,3.167912705,2.947414092,2.751540176,2.593817933,2.461244292,2.336937863,2.218671415,2.119381806,2.045460501,1.989947211,1.943209718,1.910969543,1.886648309,1.865012551,1.849935999,1.815683354,1.779728557,1.777380835,1.818079164,1.873226433,1.978026963,2.038626098,1.926382973,1.589495747,1.124304948,0.584416436,0.142419185,-0.044456139,0.129659509,
Libya,LBY,Urban population,SP.URB.TOTL,391969,418403,446864,477601,510955,578131,655823,741667,836013,938759,1050176,1170130,1298470,1434090,1539727,1646053,1755903,1869026,1986253,2108651,2236913,2371144,2510725,2653526,2796841,2897759,2991027,3080497,3166435,3249641,3330615,3409366,3485854,3560521,3634100,3707141,3779883,3852810,3926189,4000100,4074788,4149449,4223959,4299706,4378593,4461387,4550513,4644233,4734566,4810423,4864812,4893326,4900300,4898122,4904477,
Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,27.323,28.197,29.089,29.998,30.924,33.666,36.698,39.839,43.07,46.352,49.671,52.992,56.292,59.528,61.237,62.785,64.31,65.802,67.265,68.696,70.094,71.451,72.773,74.055,75.3,75.45,75.505,75.56,75.614,75.669,75.723,75.777,75.832,75.886,75.94,75.994,76.048,76.11,76.181,76.259,76.346,76.441,76.544,76.655,76.774,76.9,77.034,77.175,77.324,77.479,77.642,77.812,77.988,78.17,78.359,
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,,149.0377049,150.9606557,153.1098361,155.4311475,157.8737705,160.4540984,163.157377,165.8704918,168.4377049,170.757377,172.7688525,174.5213115,176.1655738,177.9245902,179.9508197,182.3131148,184.9606557,187.7885246,190.642623,193.4163934,196.0540984,198.6065574,201.2098361,204.0459016,207.2393443,210.852459,214.8065574,218.904918,222.8754098,226.5245902,229.7688525,232.6786885,235.3967213,238.1344262,241.0491803,244.2,247.5311475,250.9278689,254.2180328,257.2934426,260.0819672,262.652459,265.1918033,267.9704918,271.1590164,274.8459016,278.9278689,283.1622951,287.2065574,290.8147541,293.8983607,296.5409836,298.8606557,301.057377,
St. Lucia,LCA,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,
St. Lucia,LCA,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,95.5,95.7,95.9,96,96.2,96.4,96.6,96.7,96.9,97.1,97.3,97.4,97.6,97.8,98,98.1,98.3,98.5,98.6,98.8,99,99.2,99.3,99.5,99.5
St. Lucia,LCA,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6,79.8,80,80.2,80.4,80.6,80.9,81.1,81.3,81.5,81.7,81.9,82.1,82.4,82.6,82.8,83,83.2,83.4,83.6,83.9,84.1,84.3,84.5,84.7,84.7
St. Lucia,LCA,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Urban population growth (annual %),SP.URB.GROW,2.058041376,2.209383254,2.374742124,2.50330858,2.588138647,2.642057336,2.699017838,2.745322207,2.722654371,2.605236646,2.430717568,2.231756845,2.067699005,1.988106766,2.045457996,2.178130255,2.350863862,2.476150921,2.554082824,2.542861075,2.473412976,2.373174582,2.315110873,2.319311214,2.415071858,2.559460288,2.732929671,2.855978364,2.888649693,2.792359222,2.608061492,2.180521017,0.570172235,0.46909116,0.462147661,0.523877886,0.601083757,0.655878297,0.663201844,0.598908035,0.496746876,-0.011470916,-3.269499565,-3.357953339,-3.347811992,-3.256676922,-3.155272257,-3.0851058,-3.120033391,-3.250227645,-2.801810025,1.054608829,0.893897692,0.829533596,0.828603226,
St. Lucia,LCA,Urban population,SP.URB.TOTL,19293,19724,20198,20710,21253,21822,22419,23043,23679,24304,24902,25464,25996,26518,27066,27662,28320,29030,29781,30548,31313,32065,32816,33586,34407,35299,36277,37328,38422,39510,40554,41448,41685,41881,42075,42296,42551,42831,43116,43375,43591,43586,42184,40791,39448,38184,36998,35874,34772,33660,32730,33077,33374,33652,33932,
St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,21.46,21.696,21.934,22.174,22.416,22.66,22.905,23.153,23.403,23.654,23.907,24.162,24.419,24.677,24.938,25.2,25.465,25.73,25.998,26.268,26.54,26.812,27.087,27.364,27.643,27.923,28.205,28.488,28.774,29.061,29.349,29.572,29.369,29.167,28.965,28.765,28.565,28.366,28.168,27.971,27.774,27.473,26.329,25.216,24.133,23.085,22.068,21.084,20.131,19.213,18.45,18.45,18.45,18.459,18.477,
Latin America & Caribbean (all income levels),LCN,Population density (people per sq. km of land area),EN.POP.DNST,,11.29801627,11.61782154,11.94605242,12.27922561,12.61487684,12.95217421,13.29152652,13.63421795,13.98230035,14.33716098,14.69901288,15.06683304,15.44016893,15.81769197,16.19825301,16.58188551,16.96808514,17.35778754,17.75125042,18.14904236,18.55057228,18.95597619,19.36387956,19.77319576,20.18242298,20.59144796,20.99987348,21.40732421,21.81464665,22.22093302,22.62546582,23.02820559,23.4299098,23.83083925,24.23106133,24.6316639,25.03053696,25.46359918,25.85433583,26.23843426,26.61578607,26.9881065,27.35437329,27.71809795,28.08069157,28.44229066,28.80244233,29.16107233,29.51741939,29.87094916,30.22081192,30.56722151,30.90998515,31.24839625,
Latin America & Caribbean (all income levels),LCN,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),LCN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,28.08880661,27.93783638,27.76449021,27.60132398,27.45612121,27.3382371,27.32750101,27.3666861,27.43203984,27.51654926,27.60005313,27.55375603,27.46587924,27.36028727,27.23871075,27.1233996,27.03084378,26.95354447,26.89554339,26.85606053,26.82864137,26.60244104,26.33538464,26.05815326,25.79947412,25.5595842,25.34277591,25.14725716,24.97165803,24.81130133,24.66078325,24.50048558,24.35310832,24.21108938,24.07557738,23.95835259,23.84489696,23.72938071,23.62804461,23.54444607,23.4697291,23.40127246,23.33866788,23.2586169,23.18456606,23.12109114,23.06693966,23.02175586,22.98561056,22.95787413,22.80632419,22.79266659,22.78905244,22.79504251,22.81094122,22.7734134
Latin America & Caribbean (all income levels),LCN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),LCN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),LCN,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.41,,0.375,,0.575,,0.75,,0.84,,0.98,,1.18,,1.05,
Latin America & Caribbean (all income levels),LCN,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,0.62,,0.545,,0.705,,0.915,,0.89,,1.065,,1.28,,1.2,
